partner,cover,room_count,pricing_zone,cover_monthly_price,cover_monthly_price_excl_tax,cover_monthly_price_tax
demo,ASSIST,5,ZFRANCE,0.03104,0.02848,0.00256
demo,ASSIST,5,ZNOTFOUND,0.03104,0.02848,0.00256
demo,ASSIST,4,ZFRANCE,0.01397,0.01282,0.00115
demo,ASSIST,4,ZNOTFOUND,0.01397,0.01282,0.00115
demo,ASSIST,3,ZFRANCE,0.00661,0.00606,0.00055
demo,ASSIST,3,ZNOTFOUND,0.00661,0.00606,0.00055
demo,ASSIST,2,ZFRANCE,0.00600,0.00550,0.00050
demo,ASSIST,2,ZNOTFOUND,0.00600,0.00550,0.00050
demo,ASSIST,1,ZFRANCE,0.00475,0.00436,0.00039
demo,ASSIST,1,ZNOTFOUND,0.00475,0.00436,0.00039
demo,BDVIMM,5,ZFRANCE,0.76363,0.70058,0.06305
demo,BDVIMM,5,ZNOTFOUND,0.76363,0.70058,0.06305
demo,BDVIMM,4,ZFRANCE,0.57590,0.52835,0.04755
demo,BDVIMM,4,ZNOTFOUND,0.57590,0.52835,0.04755
demo,BDVIMM,3,ZFRANCE,0.51889,0.47604,0.04284
demo,BDVIMM,3,ZNOTFOUND,0.51889,0.47604,0.04284
demo,BDVIMM,2,ZFRANCE,0.39171,0.35936,0.03234
demo,BDVIMM,2,ZNOTFOUND,0.39171,0.35936,0.03234
demo,BDVIMM,1,ZFRANCE,0.36543,0.33525,0.03017
demo,BDVIMM,1,ZNOTFOUND,0.36543,0.33525,0.03017
demo,CATNAT,5,ZNOTFOUND,5.36395,4.92105,0.44289
demo,CATNAT,4,ZNOTFOUND,4.09427,3.75621,0.33806
demo,CATNAT,3,ZNOTFOUND,3.40634,3.12508,0.28126
demo,CATNAT,2,ZNOTFOUND,2.55919,2.34788,0.21131
demo,CATNAT,1,ZNOTFOUND,1.83403,1.68259,0.15143
demo,CATNAT,5,ZDDEF9C3-ZINCFBCC-ZVOLFDCD,3.68195,3.37793,0.30401
demo,CATNAT,5,ZDDEF9C3-ZINCFBCC-ZVOLFCCC,3.47584,3.18884,0.28700
demo,CATNAT,5,ZDDEF9C3-ZINCFBCC-ZVOLFBCB,3.18324,2.92041,0.26284
demo,CATNAT,5,ZDDEF9C3-ZINCFBCC-ZVOLFACA,2.98341,2.73708,0.24634
demo,CATNAT,5,ZDDEF9C3-ZINCFBCB-ZVOLFDCD,3.66845,3.36555,0.30290
demo,CATNAT,5,ZDDEF9C3-ZINCFBCB-ZVOLFCCC,3.46234,3.17646,0.28588
demo,CATNAT,5,ZDDEF9C3-ZINCFBCB-ZVOLFBCB,3.16975,2.90802,0.26172
demo,CATNAT,5,ZDDEF9C3-ZINCFBCB-ZVOLFACA,2.96992,2.72470,0.24522
demo,CATNAT,5,ZDDEF9C3-ZINCFBCA-ZVOLFDCD,3.61951,3.32066,0.29886
demo,CATNAT,5,ZDDEF9C3-ZINCFBCA-ZVOLFCCC,3.41341,3.13157,0.28184
demo,CATNAT,5,ZDDEF9C3-ZINCFBCA-ZVOLFBCB,3.12081,2.86313,0.25768
demo,CATNAT,5,ZDDEF9C3-ZINCFBCA-ZVOLFACA,2.92098,2.67980,0.24118
demo,CATNAT,5,ZDDEF9C3-ZINCFACC-ZVOLFDCD,3.75745,3.44720,0.31025
demo,CATNAT,5,ZDDEF9C3-ZINCFACC-ZVOLFCCC,3.55134,3.25811,0.29323
demo,CATNAT,5,ZDDEF9C3-ZINCFACC-ZVOLFBCB,3.25874,2.98967,0.26907
demo,CATNAT,5,ZDDEF9C3-ZINCFACC-ZVOLFACA,3.05891,2.80634,0.25257
demo,CATNAT,5,ZDDEF9C3-ZINCFACB-ZVOLFDCD,3.74216,3.43318,0.30899
demo,CATNAT,5,ZDDEF9C3-ZINCFACB-ZVOLFCCC,3.53606,3.24409,0.29197
demo,CATNAT,5,ZDDEF9C3-ZINCFACB-ZVOLFBCB,3.24346,2.97565,0.26781
demo,CATNAT,5,ZDDEF9C3-ZINCFACB-ZVOLFACA,3.04363,2.79232,0.25131
demo,CATNAT,5,ZDDEF9C3-ZINCFACA-ZVOLFDCD,3.68674,3.38233,0.30441
demo,CATNAT,5,ZDDEF9C3-ZINCFACA-ZVOLFCCC,3.48064,3.19324,0.28739
demo,CATNAT,5,ZDDEF9C3-ZINCFACA-ZVOLFBCB,3.18804,2.92480,0.26323
demo,CATNAT,5,ZDDEF9C3-ZINCFACA-ZVOLFACA,2.98821,2.74148,0.24673
demo,CATNAT,5,ZDDEF9C2-ZINCFBCC-ZVOLFDCD,3.52612,3.23497,0.29115
demo,CATNAT,5,ZDDEF9C2-ZINCFBCC-ZVOLFCCC,3.32001,3.04588,0.27413
demo,CATNAT,5,ZDDEF9C2-ZINCFBCC-ZVOLFBCB,3.02741,2.77745,0.24997
demo,CATNAT,5,ZDDEF9C2-ZINCFBCC-ZVOLFACA,2.82759,2.59412,0.23347
demo,CATNAT,5,ZDDEF9C2-ZINCFBCB-ZVOLFDCD,3.51262,3.22259,0.29003
demo,CATNAT,5,ZDDEF9C2-ZINCFBCB-ZVOLFCCC,3.30652,3.03350,0.27302
demo,CATNAT,5,ZDDEF9C2-ZINCFBCB-ZVOLFBCB,3.01392,2.76506,0.24886
demo,CATNAT,5,ZDDEF9C2-ZINCFBCB-ZVOLFACA,2.81409,2.58174,0.23236
demo,CATNAT,5,ZDDEF9C2-ZINCFBCA-ZVOLFDCD,3.46369,3.17769,0.28599
demo,CATNAT,5,ZDDEF9C2-ZINCFBCA-ZVOLFCCC,3.25758,2.98861,0.26898
demo,CATNAT,5,ZDDEF9C2-ZINCFBCA-ZVOLFBCB,2.96498,2.72017,0.24482
demo,CATNAT,5,ZDDEF9C2-ZINCFBCA-ZVOLFACA,2.76516,2.53684,0.22832
demo,CATNAT,5,ZDDEF9C2-ZINCFACC-ZVOLFDCD,3.60162,3.30424,0.29738
demo,CATNAT,5,ZDDEF9C2-ZINCFACC-ZVOLFCCC,3.39551,3.11515,0.28036
demo,CATNAT,5,ZDDEF9C2-ZINCFACC-ZVOLFBCB,3.10291,2.84671,0.25620
demo,CATNAT,5,ZDDEF9C2-ZINCFACC-ZVOLFACA,2.90309,2.66338,0.23970
demo,CATNAT,5,ZDDEF9C2-ZINCFACB-ZVOLFDCD,3.58634,3.29022,0.29612
demo,CATNAT,5,ZDDEF9C2-ZINCFACB-ZVOLFCCC,3.38023,3.10113,0.27910
demo,CATNAT,5,ZDDEF9C2-ZINCFACB-ZVOLFBCB,3.08763,2.83269,0.25494
demo,CATNAT,5,ZDDEF9C2-ZINCFACB-ZVOLFACA,2.88780,2.64936,0.23844
demo,CATNAT,5,ZDDEF9C2-ZINCFACA-ZVOLFDCD,3.53092,3.23937,0.29154
demo,CATNAT,5,ZDDEF9C2-ZINCFACA-ZVOLFCCC,3.32481,3.05028,0.27453
demo,CATNAT,5,ZDDEF9C2-ZINCFACA-ZVOLFBCB,3.03221,2.78184,0.25037
demo,CATNAT,5,ZDDEF9C2-ZINCFACA-ZVOLFACA,2.83238,2.59852,0.23387
demo,CATNAT,5,ZDDEF9C1-ZINCFBCC-ZVOLFDCD,3.32610,3.05147,0.27463
demo,CATNAT,5,ZDDEF9C1-ZINCFBCC-ZVOLFCCC,3.12000,2.86238,0.25761
demo,CATNAT,5,ZDDEF9C1-ZINCFBCC-ZVOLFBCB,2.82740,2.59394,0.23345
demo,CATNAT,5,ZDDEF9C1-ZINCFBCC-ZVOLFACA,2.62757,2.41061,0.21696
demo,CATNAT,5,ZDDEF9C1-ZINCFBCB-ZVOLFDCD,3.31261,3.03909,0.27352
demo,CATNAT,5,ZDDEF9C1-ZINCFBCB-ZVOLFCCC,3.10650,2.85000,0.25650
demo,CATNAT,5,ZDDEF9C1-ZINCFBCB-ZVOLFBCB,2.81390,2.58156,0.23234
demo,CATNAT,5,ZDDEF9C1-ZINCFBCB-ZVOLFACA,2.61408,2.39824,0.21584
demo,CATNAT,5,ZDDEF9C1-ZINCFBCA-ZVOLFDCD,3.26367,2.99419,0.26948
demo,CATNAT,5,ZDDEF9C1-ZINCFBCA-ZVOLFCCC,3.05756,2.80510,0.25246
demo,CATNAT,5,ZDDEF9C1-ZINCFBCA-ZVOLFBCB,2.76497,2.53667,0.22830
demo,CATNAT,5,ZDDEF9C1-ZINCFBCA-ZVOLFACA,2.56514,2.35334,0.21180
demo,CATNAT,5,ZDDEF9C1-ZINCFACC-ZVOLFDCD,3.40160,3.12074,0.28087
demo,CATNAT,5,ZDDEF9C1-ZINCFACC-ZVOLFCCC,3.19549,2.93165,0.26385
demo,CATNAT,5,ZDDEF9C1-ZINCFACC-ZVOLFBCB,2.90290,2.66321,0.23969
demo,CATNAT,5,ZDDEF9C1-ZINCFACC-ZVOLFACA,2.70307,2.47988,0.22319
demo,CATNAT,5,ZDDEF9C1-ZINCFACB-ZVOLFDCD,3.38632,3.10671,0.27960
demo,CATNAT,5,ZDDEF9C1-ZINCFACB-ZVOLFCCC,3.18021,2.91763,0.26259
demo,CATNAT,5,ZDDEF9C1-ZINCFACB-ZVOLFBCB,2.88761,2.64919,0.23843
demo,CATNAT,5,ZDDEF9C1-ZINCFACB-ZVOLFACA,2.68779,2.46586,0.22193
demo,CATNAT,5,ZDDEF9C1-ZINCFACA-ZVOLFDCD,3.33090,3.05587,0.27503
demo,CATNAT,5,ZDDEF9C1-ZINCFACA-ZVOLFCCC,3.12479,2.86678,0.25801
demo,CATNAT,5,ZDDEF9C1-ZINCFACA-ZVOLFBCB,2.83219,2.59834,0.23385
demo,CATNAT,5,ZDDEF9C1-ZINCFACA-ZVOLFACA,2.63237,2.41501,0.21735
demo,CATNAT,5,ZDDEF8C3-ZINCFBCC-ZVOLFDCD,3.57990,3.28431,0.29559
demo,CATNAT,5,ZDDEF8C3-ZINCFBCC-ZVOLFCCC,3.37379,3.09522,0.27857
demo,CATNAT,5,ZDDEF8C3-ZINCFBCC-ZVOLFBCB,3.08119,2.82678,0.25441
demo,CATNAT,5,ZDDEF8C3-ZINCFBCC-ZVOLFACA,2.88136,2.64345,0.23791
demo,CATNAT,5,ZDDEF8C3-ZINCFBCB-ZVOLFDCD,3.56640,3.27193,0.29447
demo,CATNAT,5,ZDDEF8C3-ZINCFBCB-ZVOLFCCC,3.36029,3.08284,0.27746
demo,CATNAT,5,ZDDEF8C3-ZINCFBCB-ZVOLFBCB,3.06769,2.81440,0.25330
demo,CATNAT,5,ZDDEF8C3-ZINCFBCB-ZVOLFACA,2.86787,2.63107,0.23680
demo,CATNAT,5,ZDDEF8C3-ZINCFBCA-ZVOLFDCD,3.51746,3.22703,0.29043
demo,CATNAT,5,ZDDEF8C3-ZINCFBCA-ZVOLFCCC,3.31136,3.03794,0.27342
demo,CATNAT,5,ZDDEF8C3-ZINCFBCA-ZVOLFBCB,3.01876,2.76950,0.24926
demo,CATNAT,5,ZDDEF8C3-ZINCFBCA-ZVOLFACA,2.81893,2.58617,0.23276
demo,CATNAT,5,ZDDEF8C3-ZINCFACC-ZVOLFDCD,3.65539,3.35357,0.30182
demo,CATNAT,5,ZDDEF8C3-ZINCFACC-ZVOLFCCC,3.44929,3.16448,0.28480
demo,CATNAT,5,ZDDEF8C3-ZINCFACC-ZVOLFBCB,3.15669,2.89604,0.26064
demo,CATNAT,5,ZDDEF8C3-ZINCFACC-ZVOLFACA,2.95686,2.71272,0.24414
demo,CATNAT,5,ZDDEF8C3-ZINCFACB-ZVOLFDCD,3.64011,3.33955,0.30056
demo,CATNAT,5,ZDDEF8C3-ZINCFACB-ZVOLFCCC,3.43400,3.15046,0.28354
demo,CATNAT,5,ZDDEF8C3-ZINCFACB-ZVOLFBCB,3.14141,2.88202,0.25938
demo,CATNAT,5,ZDDEF8C3-ZINCFACB-ZVOLFACA,2.94158,2.69870,0.24288
demo,CATNAT,5,ZDDEF8C3-ZINCFACA-ZVOLFDCD,3.58469,3.28871,0.29598
demo,CATNAT,5,ZDDEF8C3-ZINCFACA-ZVOLFCCC,3.37858,3.09962,0.27897
demo,CATNAT,5,ZDDEF8C3-ZINCFACA-ZVOLFBCB,3.08599,2.83118,0.25481
demo,CATNAT,5,ZDDEF8C3-ZINCFACA-ZVOLFACA,2.88616,2.64785,0.23831
demo,CATNAT,5,ZDDEF8C2-ZINCFBCC-ZVOLFDCD,3.43181,3.14845,0.28336
demo,CATNAT,5,ZDDEF8C2-ZINCFBCC-ZVOLFCCC,3.22570,2.95936,0.26634
demo,CATNAT,5,ZDDEF8C2-ZINCFBCC-ZVOLFBCB,2.93310,2.69092,0.24218
demo,CATNAT,5,ZDDEF8C2-ZINCFBCC-ZVOLFACA,2.73327,2.50759,0.22568
demo,CATNAT,5,ZDDEF8C2-ZINCFBCB-ZVOLFDCD,3.41831,3.13607,0.28225
demo,CATNAT,5,ZDDEF8C2-ZINCFBCB-ZVOLFCCC,3.21221,2.94698,0.26523
demo,CATNAT,5,ZDDEF8C2-ZINCFBCB-ZVOLFBCB,2.91961,2.67854,0.24107
demo,CATNAT,5,ZDDEF8C2-ZINCFBCB-ZVOLFACA,2.71978,2.49521,0.22457
demo,CATNAT,5,ZDDEF8C2-ZINCFBCA-ZVOLFDCD,3.36937,3.09117,0.27820
demo,CATNAT,5,ZDDEF8C2-ZINCFBCA-ZVOLFCCC,3.16327,2.90208,0.26119
demo,CATNAT,5,ZDDEF8C2-ZINCFBCA-ZVOLFBCB,2.87067,2.63364,0.23703
demo,CATNAT,5,ZDDEF8C2-ZINCFBCA-ZVOLFACA,2.67084,2.45031,0.22053
demo,CATNAT,5,ZDDEF8C2-ZINCFACC-ZVOLFDCD,3.50731,3.21771,0.28959
demo,CATNAT,5,ZDDEF8C2-ZINCFACC-ZVOLFCCC,3.30120,3.02862,0.27258
demo,CATNAT,5,ZDDEF8C2-ZINCFACC-ZVOLFBCB,3.00860,2.76018,0.24842
demo,CATNAT,5,ZDDEF8C2-ZINCFACC-ZVOLFACA,2.80877,2.57686,0.23192
demo,CATNAT,5,ZDDEF8C2-ZINCFACB-ZVOLFDCD,3.49202,3.20369,0.28833
demo,CATNAT,5,ZDDEF8C2-ZINCFACB-ZVOLFCCC,3.28592,3.01460,0.27131
demo,CATNAT,5,ZDDEF8C2-ZINCFACB-ZVOLFBCB,2.99332,2.74616,0.24716
demo,CATNAT,5,ZDDEF8C2-ZINCFACB-ZVOLFACA,2.79349,2.56284,0.23066
demo,CATNAT,5,ZDDEF8C2-ZINCFACA-ZVOLFDCD,3.43660,3.15285,0.28376
demo,CATNAT,5,ZDDEF8C2-ZINCFACA-ZVOLFCCC,3.23050,2.96376,0.26674
demo,CATNAT,5,ZDDEF8C2-ZINCFACA-ZVOLFBCB,2.93790,2.69532,0.24258
demo,CATNAT,5,ZDDEF8C2-ZINCFACA-ZVOLFACA,2.73807,2.51199,0.22608
demo,CATNAT,5,ZDDEF8C1-ZINCFBCC-ZVOLFDCD,3.24172,2.97406,0.26766
demo,CATNAT,5,ZDDEF8C1-ZINCFBCC-ZVOLFCCC,3.03562,2.78497,0.25065
demo,CATNAT,5,ZDDEF8C1-ZINCFBCC-ZVOLFBCB,2.74302,2.51653,0.22649
demo,CATNAT,5,ZDDEF8C1-ZINCFBCC-ZVOLFACA,2.54319,2.33320,0.20999
demo,CATNAT,5,ZDDEF8C1-ZINCFBCB-ZVOLFDCD,3.22823,2.96168,0.26655
demo,CATNAT,5,ZDDEF8C1-ZINCFBCB-ZVOLFCCC,3.02212,2.77259,0.24953
demo,CATNAT,5,ZDDEF8C1-ZINCFBCB-ZVOLFBCB,2.72952,2.50415,0.22537
demo,CATNAT,5,ZDDEF8C1-ZINCFBCB-ZVOLFACA,2.52970,2.32082,0.20887
demo,CATNAT,5,ZDDEF8C1-ZINCFBCA-ZVOLFDCD,3.17929,2.91678,0.26251
demo,CATNAT,5,ZDDEF8C1-ZINCFBCA-ZVOLFCCC,2.97319,2.72769,0.24549
demo,CATNAT,5,ZDDEF8C1-ZINCFBCA-ZVOLFBCB,2.68059,2.45925,0.22133
demo,CATNAT,5,ZDDEF8C1-ZINCFBCA-ZVOLFACA,2.48076,2.27593,0.20483
demo,CATNAT,5,ZDDEF8C1-ZINCFACC-ZVOLFDCD,3.31722,3.04332,0.27390
demo,CATNAT,5,ZDDEF8C1-ZINCFACC-ZVOLFCCC,3.11112,2.85423,0.25688
demo,CATNAT,5,ZDDEF8C1-ZINCFACC-ZVOLFBCB,2.81852,2.58580,0.23272
demo,CATNAT,5,ZDDEF8C1-ZINCFACC-ZVOLFACA,2.61869,2.40247,0.21622
demo,CATNAT,5,ZDDEF8C1-ZINCFACB-ZVOLFDCD,3.30194,3.02930,0.27264
demo,CATNAT,5,ZDDEF8C1-ZINCFACB-ZVOLFCCC,3.09583,2.84021,0.25562
demo,CATNAT,5,ZDDEF8C1-ZINCFACB-ZVOLFBCB,2.80323,2.57177,0.23146
demo,CATNAT,5,ZDDEF8C1-ZINCFACB-ZVOLFACA,2.60341,2.38845,0.21496
demo,CATNAT,5,ZDDEF8C1-ZINCFACA-ZVOLFDCD,3.24652,2.97846,0.26806
demo,CATNAT,5,ZDDEF8C1-ZINCFACA-ZVOLFCCC,3.04041,2.78937,0.25104
demo,CATNAT,5,ZDDEF8C1-ZINCFACA-ZVOLFBCB,2.74781,2.52093,0.22688
demo,CATNAT,5,ZDDEF8C1-ZINCFACA-ZVOLFACA,2.54799,2.33760,0.21038
demo,CATNAT,5,ZDDEF7C3-ZINCFBCC-ZVOLFDCD,3.32522,3.05066,0.27456
demo,CATNAT,5,ZDDEF7C3-ZINCFBCC-ZVOLFCCC,3.11911,2.86157,0.25754
demo,CATNAT,5,ZDDEF7C3-ZINCFBCC-ZVOLFBCB,2.82651,2.59313,0.23338
demo,CATNAT,5,ZDDEF7C3-ZINCFBCC-ZVOLFACA,2.62669,2.40980,0.21688
demo,CATNAT,5,ZDDEF7C3-ZINCFBCB-ZVOLFDCD,3.31172,3.03828,0.27344
demo,CATNAT,5,ZDDEF7C3-ZINCFBCB-ZVOLFCCC,3.10562,2.84919,0.25643
demo,CATNAT,5,ZDDEF7C3-ZINCFBCB-ZVOLFBCB,2.81302,2.58075,0.23227
demo,CATNAT,5,ZDDEF7C3-ZINCFBCB-ZVOLFACA,2.61319,2.39742,0.21577
demo,CATNAT,5,ZDDEF7C3-ZINCFBCA-ZVOLFDCD,3.26279,2.99338,0.26940
demo,CATNAT,5,ZDDEF7C3-ZINCFBCA-ZVOLFCCC,3.05668,2.80429,0.25239
demo,CATNAT,5,ZDDEF7C3-ZINCFBCA-ZVOLFBCB,2.76408,2.53585,0.22823
demo,CATNAT,5,ZDDEF7C3-ZINCFBCA-ZVOLFACA,2.56425,2.35253,0.21173
demo,CATNAT,5,ZDDEF7C3-ZINCFACC-ZVOLFDCD,3.40072,3.11992,0.28079
demo,CATNAT,5,ZDDEF7C3-ZINCFACC-ZVOLFCCC,3.19461,2.93084,0.26377
demo,CATNAT,5,ZDDEF7C3-ZINCFACC-ZVOLFBCB,2.90201,2.66240,0.23962
demo,CATNAT,5,ZDDEF7C3-ZINCFACC-ZVOLFACA,2.70218,2.47907,0.22312
demo,CATNAT,5,ZDDEF7C3-ZINCFACB-ZVOLFDCD,3.38543,3.10590,0.27953
demo,CATNAT,5,ZDDEF7C3-ZINCFACB-ZVOLFCCC,3.17933,2.91681,0.26251
demo,CATNAT,5,ZDDEF7C3-ZINCFACB-ZVOLFBCB,2.88673,2.64838,0.23835
demo,CATNAT,5,ZDDEF7C3-ZINCFACB-ZVOLFACA,2.68690,2.46505,0.22185
demo,CATNAT,5,ZDDEF7C3-ZINCFACA-ZVOLFDCD,3.33001,3.05506,0.27496
demo,CATNAT,5,ZDDEF7C3-ZINCFACA-ZVOLFCCC,3.12391,2.86597,0.25794
demo,CATNAT,5,ZDDEF7C3-ZINCFACA-ZVOLFBCB,2.83131,2.59753,0.23378
demo,CATNAT,5,ZDDEF7C3-ZINCFACA-ZVOLFACA,2.63148,2.41420,0.21728
demo,CATNAT,5,ZDDEF7C2-ZINCFBCC-ZVOLFDCD,3.19644,2.93252,0.26393
demo,CATNAT,5,ZDDEF7C2-ZINCFBCC-ZVOLFCCC,2.99034,2.74343,0.24691
demo,CATNAT,5,ZDDEF7C2-ZINCFBCC-ZVOLFBCB,2.69774,2.47499,0.22275
demo,CATNAT,5,ZDDEF7C2-ZINCFBCC-ZVOLFACA,2.49791,2.29166,0.20625
demo,CATNAT,5,ZDDEF7C2-ZINCFBCB-ZVOLFDCD,3.18295,2.92014,0.26281
demo,CATNAT,5,ZDDEF7C2-ZINCFBCB-ZVOLFCCC,2.97684,2.73105,0.24579
demo,CATNAT,5,ZDDEF7C2-ZINCFBCB-ZVOLFBCB,2.68424,2.46261,0.22163
demo,CATNAT,5,ZDDEF7C2-ZINCFBCB-ZVOLFACA,2.48442,2.27928,0.20513
demo,CATNAT,5,ZDDEF7C2-ZINCFBCA-ZVOLFDCD,3.13401,2.87524,0.25877
demo,CATNAT,5,ZDDEF7C2-ZINCFBCA-ZVOLFCCC,2.92791,2.68615,0.24175
demo,CATNAT,5,ZDDEF7C2-ZINCFBCA-ZVOLFBCB,2.63531,2.41771,0.21759
demo,CATNAT,5,ZDDEF7C2-ZINCFBCA-ZVOLFACA,2.43548,2.23438,0.20109
demo,CATNAT,5,ZDDEF7C2-ZINCFACC-ZVOLFDCD,3.27194,3.00178,0.27016
demo,CATNAT,5,ZDDEF7C2-ZINCFACC-ZVOLFCCC,3.06583,2.81269,0.25314
demo,CATNAT,5,ZDDEF7C2-ZINCFACC-ZVOLFBCB,2.77324,2.54425,0.22898
demo,CATNAT,5,ZDDEF7C2-ZINCFACC-ZVOLFACA,2.57341,2.36093,0.21248
demo,CATNAT,5,ZDDEF7C2-ZINCFACB-ZVOLFDCD,3.25666,2.98776,0.26890
demo,CATNAT,5,ZDDEF7C2-ZINCFACB-ZVOLFCCC,3.05055,2.79867,0.25188
demo,CATNAT,5,ZDDEF7C2-ZINCFACB-ZVOLFBCB,2.75795,2.53023,0.22772
demo,CATNAT,5,ZDDEF7C2-ZINCFACB-ZVOLFACA,2.55813,2.34691,0.21122
demo,CATNAT,5,ZDDEF7C2-ZINCFACA-ZVOLFDCD,3.20124,2.93692,0.26432
demo,CATNAT,5,ZDDEF7C2-ZINCFACA-ZVOLFCCC,2.99513,2.74783,0.24730
demo,CATNAT,5,ZDDEF7C2-ZINCFACA-ZVOLFBCB,2.70253,2.47939,0.22315
demo,CATNAT,5,ZDDEF7C2-ZINCFACA-ZVOLFACA,2.50271,2.29606,0.20665
demo,CATNAT,5,ZDDEF7C1-ZINCFBCC-ZVOLFDCD,3.03115,2.78087,0.25028
demo,CATNAT,5,ZDDEF7C1-ZINCFBCC-ZVOLFCCC,2.82504,2.59178,0.23326
demo,CATNAT,5,ZDDEF7C1-ZINCFBCC-ZVOLFBCB,2.53244,2.32334,0.20910
demo,CATNAT,5,ZDDEF7C1-ZINCFBCC-ZVOLFACA,2.33262,2.14002,0.19260
demo,CATNAT,5,ZDDEF7C1-ZINCFBCB-ZVOLFDCD,3.01765,2.76849,0.24916
demo,CATNAT,5,ZDDEF7C1-ZINCFBCB-ZVOLFCCC,2.81155,2.57940,0.23215
demo,CATNAT,5,ZDDEF7C1-ZINCFBCB-ZVOLFBCB,2.51895,2.31096,0.20799
demo,CATNAT,5,ZDDEF7C1-ZINCFBCB-ZVOLFACA,2.31912,2.12764,0.19149
demo,CATNAT,5,ZDDEF7C1-ZINCFBCA-ZVOLFDCD,2.96872,2.72359,0.24512
demo,CATNAT,5,ZDDEF7C1-ZINCFBCA-ZVOLFCCC,2.76261,2.53451,0.22811
demo,CATNAT,5,ZDDEF7C1-ZINCFBCA-ZVOLFBCB,2.47001,2.26607,0.20395
demo,CATNAT,5,ZDDEF7C1-ZINCFBCA-ZVOLFACA,2.27019,2.08274,0.18745
demo,CATNAT,5,ZDDEF7C1-ZINCFACC-ZVOLFDCD,3.10665,2.85014,0.25651
demo,CATNAT,5,ZDDEF7C1-ZINCFACC-ZVOLFCCC,2.90054,2.66105,0.23949
demo,CATNAT,5,ZDDEF7C1-ZINCFACC-ZVOLFBCB,2.60794,2.39261,0.21534
demo,CATNAT,5,ZDDEF7C1-ZINCFACC-ZVOLFACA,2.40812,2.20928,0.19883
demo,CATNAT,5,ZDDEF7C1-ZINCFACB-ZVOLFDCD,3.09137,2.83612,0.25525
demo,CATNAT,5,ZDDEF7C1-ZINCFACB-ZVOLFCCC,2.88526,2.64703,0.23823
demo,CATNAT,5,ZDDEF7C1-ZINCFACB-ZVOLFBCB,2.59266,2.37859,0.21407
demo,CATNAT,5,ZDDEF7C1-ZINCFACB-ZVOLFACA,2.39283,2.19526,0.19757
demo,CATNAT,5,ZDDEF7C1-ZINCFACA-ZVOLFDCD,3.03595,2.78527,0.25067
demo,CATNAT,5,ZDDEF7C1-ZINCFACA-ZVOLFCCC,2.82984,2.59618,0.23366
demo,CATNAT,5,ZDDEF7C1-ZINCFACA-ZVOLFBCB,2.53724,2.32774,0.20950
demo,CATNAT,5,ZDDEF7C1-ZINCFACA-ZVOLFACA,2.33741,2.14442,0.19300
demo,CATNAT,5,ZDDEF6C3-ZINCFBCC-ZVOLFDCD,3.24624,2.97820,0.26804
demo,CATNAT,5,ZDDEF6C3-ZINCFBCC-ZVOLFCCC,3.04013,2.78911,0.25102
demo,CATNAT,5,ZDDEF6C3-ZINCFBCC-ZVOLFBCB,2.74753,2.52068,0.22686
demo,CATNAT,5,ZDDEF6C3-ZINCFBCC-ZVOLFACA,2.54771,2.33735,0.21036
demo,CATNAT,5,ZDDEF6C3-ZINCFBCB-ZVOLFDCD,3.23275,2.96582,0.26692
demo,CATNAT,5,ZDDEF6C3-ZINCFBCB-ZVOLFCCC,3.02664,2.77673,0.24991
demo,CATNAT,5,ZDDEF6C3-ZINCFBCB-ZVOLFBCB,2.73404,2.50829,0.22575
demo,CATNAT,5,ZDDEF6C3-ZINCFBCB-ZVOLFACA,2.53421,2.32497,0.20925
demo,CATNAT,5,ZDDEF6C3-ZINCFBCA-ZVOLFDCD,3.18381,2.92092,0.26288
demo,CATNAT,5,ZDDEF6C3-ZINCFBCA-ZVOLFCCC,2.97770,2.73184,0.24587
demo,CATNAT,5,ZDDEF6C3-ZINCFBCA-ZVOLFBCB,2.68510,2.46340,0.22171
demo,CATNAT,5,ZDDEF6C3-ZINCFBCA-ZVOLFACA,2.48528,2.28007,0.20521
demo,CATNAT,5,ZDDEF6C3-ZINCFACC-ZVOLFDCD,3.32174,3.04747,0.27427
demo,CATNAT,5,ZDDEF6C3-ZINCFACC-ZVOLFCCC,3.11563,2.85838,0.25725
demo,CATNAT,5,ZDDEF6C3-ZINCFACC-ZVOLFBCB,2.82303,2.58994,0.23309
demo,CATNAT,5,ZDDEF6C3-ZINCFACC-ZVOLFACA,2.62321,2.40661,0.21659
demo,CATNAT,5,ZDDEF6C3-ZINCFACB-ZVOLFDCD,3.30646,3.03345,0.27301
demo,CATNAT,5,ZDDEF6C3-ZINCFACB-ZVOLFCCC,3.10035,2.84436,0.25599
demo,CATNAT,5,ZDDEF6C3-ZINCFACB-ZVOLFBCB,2.80775,2.57592,0.23183
demo,CATNAT,5,ZDDEF6C3-ZINCFACB-ZVOLFACA,2.60792,2.39259,0.21533
demo,CATNAT,5,ZDDEF6C3-ZINCFACA-ZVOLFDCD,3.25104,2.98260,0.26843
demo,CATNAT,5,ZDDEF6C3-ZINCFACA-ZVOLFCCC,3.04493,2.79351,0.25142
demo,CATNAT,5,ZDDEF6C3-ZINCFACA-ZVOLFBCB,2.75233,2.52507,0.22726
demo,CATNAT,5,ZDDEF6C3-ZINCFACA-ZVOLFACA,2.55250,2.34175,0.21076
